,property,pset,templatetype,measuretype
2431,ReleaseCurrent,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2432,ReleaseTime,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2433,CurrentTolerance1,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2434,CurrentToleranceLimit1,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2435,CurrentTolerance2,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2436,IsCurrentTolerancePositiveOnly,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCBOOLEAN
2437,TimeTolerance1,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2438,TimeToleranceLimit1,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2439,TimeTolerance2,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2440,IsTimeTolerancePositiveOnly,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCBOOLEAN
2441,ReleaseCurrentI2tStart,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2442,ReleaseTimeI2tStart,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2443,ReleaseCurrentI2tEnd,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2444,ReleaseTimeI2tEnd,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2445,IsOffWhenLfunctionOn,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCBOOLEAN
2446,AdjustmentValueType,Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,P_ENUMERATEDVALUE,IFCLABEL
2447,CurrentAdjustmentRange,Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,P_BOUNDEDVALUE,IFCELECTRICCURRENTMEASURE
2448,CurrentAdjustmentRangeStepValue,Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2449,CurrentAdjustmentValues,Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,P_LISTVALUE,IFCELECTRICCURRENTMEASURE
2450,AdjustmentDesignation,Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,P_SINGLEVALUE,IFCLABEL
2451,AdjustmentValueType,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,P_ENUMERATEDVALUE,IFCLABEL
2452,TimeAdjustmentRange,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,P_BOUNDEDVALUE,IFCTIMEMEASURE
2453,TimeAdjustmentRangeStepValue,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,P_SINGLEVALUE,IFCTIMEMEASURE
2454,TimeAdjustmentValues,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,P_LISTVALUE,IFCTIMEMEASURE
2455,AdjustmentDesignation,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,P_SINGLEVALUE,IFCLABEL
2456,CurrentForTimeDelay,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,P_SINGLEVALUE,IFCTIMEMEASURE
2457,I2TApplicability,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,P_ENUMERATEDVALUE,IFCLABEL
2458,Reference,Pset_ProtectiveDeviceTrippingUnitTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
2459,Status,Pset_ProtectiveDeviceTrippingUnitTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
2460,Standard,Pset_ProtectiveDeviceTrippingUnitTypeCommon,P_SINGLEVALUE,IFCLABEL
2461,UseInDiscrimination,Pset_ProtectiveDeviceTrippingUnitTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
2462,AtexVerified,Pset_ProtectiveDeviceTrippingUnitTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
2463,OldDevice,Pset_ProtectiveDeviceTrippingUnitTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
2464,LimitingTerminalSize,Pset_ProtectiveDeviceTrippingUnitTypeCommon,P_SINGLEVALUE,IFCAREAMEASURE
2465,ElectroMagneticTrippingUnitType,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_ENUMERATEDVALUE,IFCLABEL
2466,I1,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCREAL
2467,I2,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCREAL
2468,T2,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCTIMEMEASURE
2469,DefinedTemperature,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
2470,TemperatureFactor,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCRATIOMEASURE
2471,I4,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCREAL
2472,I5,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCREAL
2473,T5,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCTIMEMEASURE
2474,CurveDesignation,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,P_SINGLEVALUE,IFCLABEL
2475,ElectronicTrippingUnitType,Pset_ProtectiveDeviceTrippingUnitTypeElectronic,P_ENUMERATEDVALUE,IFCLABEL
2476,NominalCurrents,Pset_ProtectiveDeviceTrippingUnitTypeElectronic,P_LISTVALUE,IFCELECTRICCURRENTMEASURE
2477,N_Protection,Pset_ProtectiveDeviceTrippingUnitTypeElectronic,P_SINGLEVALUE,IFCBOOLEAN
2478,N_Protection_50,Pset_ProtectiveDeviceTrippingUnitTypeElectronic,P_SINGLEVALUE,IFCBOOLEAN
2479,N_Protection_100,Pset_ProtectiveDeviceTrippingUnitTypeElectronic,P_SINGLEVALUE,IFCBOOLEAN
2480,N_Protection_Select,Pset_ProtectiveDeviceTrippingUnitTypeElectronic,P_SINGLEVALUE,IFCBOOLEAN
2481,TrippingUnitReleaseCurrent,Pset_ProtectiveDeviceTrippingUnitTypeResidualCurrent,P_ENUMERATEDVALUE,IFCLABEL
2482,ThermalTrippingUnitType,Pset_ProtectiveDeviceTrippingUnitTypeThermal,P_ENUMERATEDVALUE,IFCLABEL
2483,I1,Pset_ProtectiveDeviceTrippingUnitTypeThermal,P_SINGLEVALUE,IFCREAL
2484,I2,Pset_ProtectiveDeviceTrippingUnitTypeThermal,P_SINGLEVALUE,IFCREAL
2485,T2,Pset_ProtectiveDeviceTrippingUnitTypeThermal,P_SINGLEVALUE,IFCTIMEMEASURE
2486,DefinedTemperature,Pset_ProtectiveDeviceTrippingUnitTypeThermal,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
2487,TemperatureFactor,Pset_ProtectiveDeviceTrippingUnitTypeThermal,P_SINGLEVALUE,IFCRATIOMEASURE
2488,CurveDesignation,Pset_ProtectiveDeviceTrippingUnitTypeThermal,P_SINGLEVALUE,IFCLABEL
2489,RatedVoltage,Pset_ProtectiveDeviceTypeAntiArcingDevice,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
2490,GroundingType,Pset_ProtectiveDeviceTypeAntiArcingDevice,P_SINGLEVALUE,IFCLABEL
2491,PerformanceClasses,Pset_ProtectiveDeviceTypeCircuitBreaker,P_LISTVALUE,IFCLABEL
2492,VoltageLevel,Pset_ProtectiveDeviceTypeCircuitBreaker,P_ENUMERATEDVALUE,IFCLABEL
2493,ICU60947,Pset_ProtectiveDeviceTypeCircuitBreaker,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2494,ICS60947,Pset_ProtectiveDeviceTypeCircuitBreaker,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2495,ICW60947,Pset_ProtectiveDeviceTypeCircuitBreaker,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2496,ICM60947,Pset_ProtectiveDeviceTypeCircuitBreaker,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2497,Reference,Pset_ProtectiveDeviceTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
2498,Status,Pset_ProtectiveDeviceTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
2499,EarthFailureDeviceType,Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker,P_ENUMERATEDVALUE,IFCLABEL
2500,Sensitivity,Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2501,FuseDisconnectorType,Pset_ProtectiveDeviceTypeFuseDisconnector,P_ENUMERATEDVALUE,IFCLABEL
2502,VoltageLevel,Pset_ProtectiveDeviceTypeFuseDisconnector,P_ENUMERATEDVALUE,IFCLABEL
2503,IC60269,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2504,PowerLoss,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCPOWERMEASURE
2505,NumberOfPhases,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCCOUNTMEASURE
2506,ReferenceEnvironmentTemperature,Pset_ProtectiveDeviceTypeFuseDisconnector,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
2507,BreakingCapacity,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2508,ArcExtinctionType,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCLABEL
2509,NumberOfPoles,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCCOUNTMEASURE
2510,TransformationRatio,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCRATIOMEASURE
2511,NominalFrequency,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCFREQUENCYMEASURE
2512,NominalCurrent,Pset_ProtectiveDeviceTypeFuseDisconnector,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2513,RatedVoltage,Pset_ProtectiveDeviceTypeFuseDisconnector,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
2514,Sensitivity,Pset_ProtectiveDeviceTypeResidualCurrentCircuitBreaker,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2515,Sensitivity,Pset_ProtectiveDeviceTypeResidualCurrentSwitch,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2516,BreakdownVoltageTolerance,Pset_ProtectiveDeviceTypeSparkGap,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
2517,Capacitance,Pset_ProtectiveDeviceTypeSparkGap,P_SINGLEVALUE,IFCELECTRICCAPACITANCEMEASURE
2518,CurrentRMS,Pset_ProtectiveDeviceTypeSparkGap,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2519,PowerDissipation,Pset_ProtectiveDeviceTypeSparkGap,P_SINGLEVALUE,IFCPOWERMEASURE
2520,SparkGapType,Pset_ProtectiveDeviceTypeSparkGap,P_ENUMERATEDVALUE,IFCLABEL
2521,Resistivity,Pset_ProtectiveDeviceTypeSparkGap,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
2522,VaristorType,Pset_ProtectiveDeviceTypeVaristor,P_ENUMERATEDVALUE,IFCLABEL
2523,CharacteristicFunction,Pset_ProtectiveDeviceTypeVaristor,P_SINGLEVALUE,IFCTEXT
2524,VoidShape,Pset_ProvisionForVoid,P_SINGLEVALUE,IFCLABEL
2525,Width,Pset_ProvisionForVoid,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2526,Height,Pset_ProvisionForVoid,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2527,Diameter,Pset_ProvisionForVoid,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2528,Depth,Pset_ProvisionForVoid,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2529,System,Pset_ProvisionForVoid,P_SINGLEVALUE,IFCLABEL
2530,ImpellerDiameter,Pset_PumpOccurrence,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2531,BaseType,Pset_PumpOccurrence,P_ENUMERATEDVALUE,IFCLABEL
2532,DriveConnectionType,Pset_PumpOccurrence,P_ENUMERATEDVALUE,IFCLABEL
2533,MechanicalEfficiency,Pset_PumpPHistory,P_REFERENCEVALUE,IFCTIMESERIES
2534,OverallEfficiency,Pset_PumpPHistory,P_REFERENCEVALUE,IFCTIMESERIES
2535,PressureRise,Pset_PumpPHistory,P_REFERENCEVALUE,IFCTIMESERIES
2536,RotationSpeed,Pset_PumpPHistory,P_REFERENCEVALUE,IFCTIMESERIES
2537,Flowrate,Pset_PumpPHistory,P_REFERENCEVALUE,IFCTIMESERIES
2538,PowerHistory,Pset_PumpPHistory,P_REFERENCEVALUE,IFCTIMESERIES
2539,Reference,Pset_PumpTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
2540,Status,Pset_PumpTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
2541,FlowRateRange,Pset_PumpTypeCommon,P_BOUNDEDVALUE,IFCMASSFLOWRATEMEASURE
2542,FlowResistanceRange,Pset_PumpTypeCommon,P_BOUNDEDVALUE,IFCPRESSUREMEASURE
2543,ConnectionSize,Pset_PumpTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2544,TemperatureRange,Pset_PumpTypeCommon,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
2545,NetPositiveSuctionHead,Pset_PumpTypeCommon,P_SINGLEVALUE,IFCPRESSUREMEASURE
2546,NominalRotationSpeed,Pset_PumpTypeCommon,P_SINGLEVALUE,IFCROTATIONALFREQUENCYMEASURE
2547,StructuralType,Pset_QuayCommon,P_SINGLEVALUE,IFCLABEL
2548,BentSpacing,Pset_QuayCommon,P_SINGLEVALUE,IFCLENGTHMEASURE
2549,QuaySectionType,Pset_QuayCommon,P_ENUMERATEDVALUE,IFCLABEL
2550,Elevation,Pset_QuayCommon,P_SINGLEVALUE,IFCLENGTHMEASURE
2551,HighWaterLevel,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCLENGTHMEASURE
2552,LowWaterLevel,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCLENGTHMEASURE
2553,ExtremeHighWaterLevel,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCLENGTHMEASURE
2554,ExtremeLowWaterLevel,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCLENGTHMEASURE
2555,ShipLoading,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCFORCEMEASURE
2556,WaveLoading,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCFORCEMEASURE
2557,FlowLoading,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCFORCEMEASURE
2558,UniformlyDistributedLoad,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCFORCEMEASURE
2559,EquipmentLoading,Pset_QuayDesignCriteria,P_SINGLEVALUE,IFCFORCEMEASURE
2560,CurveShape,Pset_RadiiKerbStone,P_ENUMERATEDVALUE,IFCLABEL
2561,Radius,Pset_RadiiKerbStone,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2562,Reference,Pset_RailingCommon,P_SINGLEVALUE,IFCIDENTIFIER
2563,Status,Pset_RailingCommon,P_ENUMERATEDVALUE,IFCLABEL
2564,Height,Pset_RailingCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2565,Diameter,Pset_RailingCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2566,IsExternal,Pset_RailingCommon,P_SINGLEVALUE,IFCBOOLEAN
2567,IsArticulatedBlade,Pset_RailTypeBlade,P_SINGLEVALUE,IFCBOOLEAN
2568,IsFallbackBlade,Pset_RailTypeBlade,P_SINGLEVALUE,IFCBOOLEAN
2569,NominalLength,Pset_RailTypeBlade,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2570,BladeRadius,Pset_RailTypeBlade,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2571,CheckRailType,Pset_RailTypeCheckRail,P_ENUMERATEDVALUE,IFCLABEL
2572,InstallationPlan,Pset_RailTypeCheckRail,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
2573,GuardRailConnection,Pset_RailTypeGuardRail,P_ENUMERATEDVALUE,IFCLABEL
2574,PositionInTrack,Pset_RailTypeGuardRail,P_ENUMERATEDVALUE,IFCLABEL
2575,GuardRailType,Pset_RailTypeGuardRail,P_ENUMERATEDVALUE,IFCLABEL
2576,PositionInTrack,Pset_RailTypeRail,P_ENUMERATEDVALUE,IFCLABEL
2577,TechnicalStandard,Pset_RailTypeRail,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
2578,RailDeliveryState,Pset_RailTypeRail,P_ENUMERATEDVALUE,IFCLABEL
2579,RailCondition,Pset_RailTypeRail,P_ENUMERATEDVALUE,IFCLABEL
2580,DrillOnRail,Pset_RailTypeRail,P_ENUMERATEDVALUE,IFCLABEL
2581,RailElementaryLength,Pset_RailTypeRail,P_ENUMERATEDVALUE,IFCLABEL
2582,MinimumTensileStrength,Pset_RailTypeRail,P_SINGLEVALUE,IFCFORCEMEASURE
2583,IsStainless,Pset_RailTypeRail,P_SINGLEVALUE,IFCBOOLEAN
2584,InstallationPlan,Pset_RailTypeRail,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
2585,StockRailRadius,Pset_RailTypeStockRail,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2586,InstallationPlan,Pset_RailTypeStockRail,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
2587,NominalLength,Pset_RailTypeStockRail,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2588,NominalHeight,Pset_RailwayBalise,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2589,NominalWidth,Pset_RailwayBalise,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2590,NominalWeight,Pset_RailwayBalise,P_SINGLEVALUE,IFCMASSMEASURE
2591,NominalLength,Pset_RailwayBalise,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2592,FailureInformation,Pset_RailwayBalise,P_SINGLEVALUE,IFCTEXT
2593,RailwayBaliseType,Pset_RailwayBalise,P_ENUMERATEDVALUE,IFCLABEL
2594,DetectionRange,Pset_RailwayBalise,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2595,InformationLength,Pset_RailwayBalise,P_SINGLEVALUE,IFCINTEGER
2596,TransmissionRate,Pset_RailwayBalise,P_SINGLEVALUE,IFCINTEGERCOUNTRATEMEASURE
2597,OperationalTemperatureRange,Pset_RailwayBalise,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
2598,IP_Code,Pset_RailwayBalise,P_SINGLEVALUE,IFCLABEL
2599,NumberOfCrossedTracks,Pset_RailwayCableCarrier,P_SINGLEVALUE,IFCCOUNTMEASURE
2600,IsAccessibleByVehicle,Pset_RailwayLevelCrossing,P_SINGLEVALUE,IFCBOOLEAN
2601,HasRailDrainage,Pset_RailwayLevelCrossing,P_SINGLEVALUE,IFCBOOLEAN
2602,IsPrivateOwner,Pset_RailwayLevelCrossing,P_SINGLEVALUE,IFCBOOLEAN
2603,PermissiblePavementLoad,Pset_RailwayLevelCrossing,P_SINGLEVALUE,IFCMASSMEASURE
2604,IsSecuredBySignalingSystem,Pset_RailwayLevelCrossing,P_SINGLEVALUE,IFCBOOLEAN
2605,IsExceptionalTransportRoute,Pset_RailwayLevelCrossing,P_SINGLEVALUE,IFCBOOLEAN
2606,SignalAspectSymbol,Pset_RailwaySignalAspect,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
2607,AppliesToTrainCategory,Pset_RailwaySignalAspect,P_ENUMERATEDVALUE,IFCLABEL
2608,SignalAspectType,Pset_RailwaySignalAspect,P_SINGLEVALUE,IFCLABEL
2609,SignLegend,Pset_RailwaySignalAspect,P_SINGLEVALUE,IFCTEXT
2610,ApproachSpeed,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCLINEARVELOCITYMEASURE
2611,HandSignallingProhibited,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2612,LimitedClearances,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCTEXT
2613,NumberOfLampsNotUsed,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCCOUNTMEASURE
2614,RequiresOLEMesh,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2615,RequiresSafetyHandrail,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2616,SignalPostTelephoneID,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCIDENTIFIER
2617,SignalPostTelephoneType,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCLABEL
2618,SpecialPositionArrangement,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCLABEL
2619,HinderingObstaclesDescription,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCTEXT
2620,SignalWalkwayLength,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2621,RequiresBannerSignal,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2622,DistanceToStopMark,Pset_RailwaySignalOccurrence,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2623,SignalSightingAchievableDistance,Pset_RailwaySignalSighting,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2624,SignalSightingAvailableDistance,Pset_RailwaySignalSighting,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2625,SignalSightingCombinedWithRepeater,Pset_RailwaySignalSighting,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2626,SignalSightingMinimum,Pset_RailwaySignalSighting,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2627,SignalSightingPreferred,Pset_RailwaySignalSighting,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2628,SignalSightingRouteIndicator,Pset_RailwaySignalSighting,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2629,SignalViewingMinimumInFront,Pset_RailwaySignalSighting,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2630,SignalIndicatorType,Pset_RailwaySignalType,P_ENUMERATEDVALUE,IFCLABEL
2631,LensDiffuserType,Pset_RailwaySignalType,P_SINGLEVALUE,IFCLABEL
2632,HasConductorRailGuardBoard,Pset_RailwaySignalType,P_SINGLEVALUE,IFCBOOLEAN
2633,MaximumDisplayDistance,Pset_RailwaySignalType,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2634,RequiredDisplayDistance,Pset_RailwaySignalType,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2635,IsHighType,Pset_RailwaySignalType,P_SINGLEVALUE,IFCBOOLEAN
2636,SignalHoodLength,Pset_RailwaySignalType,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2637,HotStripOrientation,Pset_RailwaySignalType,P_SINGLEVALUE,IFCLABEL
2638,LensDiffuserOrientation,Pset_RailwaySignalType,P_SINGLEVALUE,IFCLABEL
2639,NumberOfLamps,Pset_RailwaySignalType,P_SINGLEVALUE,IFCCOUNTMEASURE
2640,SignalMessage,Pset_RailwaySignalType,P_SINGLEVALUE,IFCTEXT
2641,RailwaySignalType,Pset_RailwaySignalType,P_ENUMERATEDVALUE,IFCLABEL
2642,HasBallastTrack,Pset_RailwayTrackStructurePart,P_SINGLEVALUE,IFCBOOLEAN
2643,HasCWR,Pset_RailwayTrackStructurePart,P_SINGLEVALUE,IFCBOOLEAN
2644,IsSunExposed,Pset_RailwayTrackStructurePart,P_SINGLEVALUE,IFCBOOLEAN
2645,TrackSupportingStructure,Pset_RailwayTrackStructurePart,P_ENUMERATEDVALUE,IFCLABEL
2646,Reference,Pset_RampCommon,P_SINGLEVALUE,IFCIDENTIFIER
2647,Status,Pset_RampCommon,P_ENUMERATEDVALUE,IFCLABEL
2648,RequiredHeadroom,Pset_RampCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2649,RequiredSlope,Pset_RampCommon,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2650,HandicapAccessible,Pset_RampCommon,P_SINGLEVALUE,IFCBOOLEAN
2651,HasNonSkidSurface,Pset_RampCommon,P_SINGLEVALUE,IFCBOOLEAN
2652,FireExit,Pset_RampCommon,P_SINGLEVALUE,IFCBOOLEAN
2653,IsExternal,Pset_RampCommon,P_SINGLEVALUE,IFCBOOLEAN
2654,ThermalTransmittance,Pset_RampCommon,P_SINGLEVALUE,IFCTHERMALTRANSMITTANCEMEASURE
2655,LoadBearing,Pset_RampCommon,P_SINGLEVALUE,IFCBOOLEAN
2656,FireRating,Pset_RampCommon,P_SINGLEVALUE,IFCLABEL
2657,Reference,Pset_RampFlightCommon,P_SINGLEVALUE,IFCIDENTIFIER
2658,Status,Pset_RampFlightCommon,P_ENUMERATEDVALUE,IFCLABEL
2659,Headroom,Pset_RampFlightCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2660,ClearWidth,Pset_RampFlightCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2661,Slope,Pset_RampFlightCommon,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2662,CounterSlope,Pset_RampFlightCommon,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2663,NameFormat,Pset_ReferentCommon,P_SINGLEVALUE,IFCLABEL
2664,Description,Pset_ReinforcementBarCountOfIndependentFooting,P_SINGLEVALUE,IFCTEXT
2665,Reference,Pset_ReinforcementBarCountOfIndependentFooting,P_SINGLEVALUE,IFCLABEL
2666,XDirectionLowerBarCount,Pset_ReinforcementBarCountOfIndependentFooting,P_SINGLEVALUE,IFCCOUNTMEASURE
2667,YDirectionLowerBarCount,Pset_ReinforcementBarCountOfIndependentFooting,P_SINGLEVALUE,IFCCOUNTMEASURE
2668,XDirectionUpperBarCount,Pset_ReinforcementBarCountOfIndependentFooting,P_SINGLEVALUE,IFCCOUNTMEASURE
2669,YDirectionUpperBarCount,Pset_ReinforcementBarCountOfIndependentFooting,P_SINGLEVALUE,IFCCOUNTMEASURE
2670,Description,Pset_ReinforcementBarPitchOfBeam,P_SINGLEVALUE,IFCTEXT
2671,Reference,Pset_ReinforcementBarPitchOfBeam,P_SINGLEVALUE,IFCLABEL
2672,StirrupBarPitch,Pset_ReinforcementBarPitchOfBeam,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2673,SpacingBarPitch,Pset_ReinforcementBarPitchOfBeam,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2674,Description,Pset_ReinforcementBarPitchOfColumn,P_SINGLEVALUE,IFCTEXT
