,property,pset,templatetype,measuretype
612,NumberOfInterfaces,Pset_CommunicationsApplianceTypeOpticalNetworkUnit,P_TABLEVALUE,IFCLABEL
613,NumberOfWorkstations,Pset_CommunicationsApplianceTypeTelecommand,P_TABLEVALUE,IFCLABEL
614,NumberOfCPUs,Pset_CommunicationsApplianceTypeTelecommand,P_SINGLEVALUE,IFCCOUNTMEASURE
615,UserCapacity,Pset_CommunicationsApplianceTypeTelephonyExchange,P_SINGLEVALUE,IFCINTEGER
616,IsUpgradable,Pset_CommunicationsApplianceTypeTransportEquipment,P_SINGLEVALUE,IFCBOOLEAN
617,ElectricalCrossCapacity,Pset_CommunicationsApplianceTypeTransportEquipment,P_SINGLEVALUE,IFCLABEL
618,NumberOfSlots,Pset_CommunicationsApplianceTypeTransportEquipment,P_SINGLEVALUE,IFCCOUNTMEASURE
619,TransportEquipmentType,Pset_CommunicationsApplianceTypeTransportEquipment,P_ENUMERATEDVALUE,IFCLABEL
620,TransportEquipmentAssemblyType,Pset_CommunicationsApplianceTypeTransportEquipment,P_ENUMERATEDVALUE,IFCLABEL
621,CompressorCapacity,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
622,EnergyEfficiencyRatio,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
623,CoefficientOfPerformance,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
624,VolumetricEfficiency,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
625,CompressionEfficiency,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
626,MechanicalEfficiency,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
627,IsentropicEfficiency,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
628,CompressorTotalEfficiency,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
629,ShaftPower,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
630,InputPower,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
631,LubricantPumpHeatGain,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
632,FrictionHeatGain,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
633,CompressorTotalHeatGain,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
634,FullLoadRatio,Pset_CompressorPHistory,P_REFERENCEVALUE,IFCTIMESERIES
635,Reference,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
636,Status,Pset_CompressorTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
637,PowerSource,Pset_CompressorTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
638,RefrigerantClass,Pset_CompressorTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
639,MinimumPartLoadRatio,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
640,MaximumPartLoadRatio,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
641,CompressorSpeed,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCROTATIONALFREQUENCYMEASURE
642,NominalCapacity,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
643,IdealCapacity,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
644,IdealShaftPower,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
645,HasHotGasBypass,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
646,ImpellerDiameter,Pset_CompressorTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
647,AssemblyPlace,Pset_ConcreteElementGeneral,P_ENUMERATEDVALUE,IFCLABEL
648,CastingMethod,Pset_ConcreteElementGeneral,P_ENUMERATEDVALUE,IFCLABEL
649,StructuralClass,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
650,StrengthClass,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
651,ExposureClass,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
652,ReinforcementVolumeRatio,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCMASSDENSITYMEASURE
653,ReinforcementAreaRatio,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCAREADENSITYMEASURE
654,DimensionalAccuracyClass,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
655,ConstructionToleranceClass,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
656,ConcreteCover,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
657,ConcreteCoverAtMainBars,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
658,ConcreteCoverAtLinks,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
659,ReinforcementStrengthClass,Pset_ConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
660,HeatRejectionRate,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
661,ExteriorHeatTransferCoefficient,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
662,InteriorHeatTransferCoefficient,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
663,RefrigerantFoulingResistance,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
664,CondensingTemperature,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
665,LogarithmicMeanTemperatureDifference,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
666,UAcurves,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
667,CompressorCondenserHeatGain,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
668,CompressorCondenserPressureDrop,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
669,CondenserMeanVoidFraction,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
670,WaterFoulingResistance,Pset_CondenserPHistory,P_REFERENCEVALUE,IFCTIMESERIES
671,Reference,Pset_CondenserTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
672,Status,Pset_CondenserTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
673,RefrigerantClass,Pset_CondenserTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
674,ExternalSurfaceArea,Pset_CondenserTypeCommon,P_SINGLEVALUE,IFCAREAMEASURE
675,InternalSurfaceArea,Pset_CondenserTypeCommon,P_SINGLEVALUE,IFCAREAMEASURE
676,InternalRefrigerantVolume,Pset_CondenserTypeCommon,P_SINGLEVALUE,IFCVOLUMEMEASURE
677,InternalWaterVolume,Pset_CondenserTypeCommon,P_SINGLEVALUE,IFCVOLUMEMEASURE
678,NominalHeatTransferArea,Pset_CondenserTypeCommon,P_SINGLEVALUE,IFCAREAMEASURE
679,NominalHeatTransferCoefficient,Pset_CondenserTypeCommon,P_SINGLEVALUE,IFCTHERMALTRANSMITTANCEMEASURE
680,AssessmentDate,Pset_Condition,P_SINGLEVALUE,IFCDATE
681,AssessmentCondition,Pset_Condition,P_SINGLEVALUE,IFCLABEL
682,AssessmentDescription,Pset_Condition,P_SINGLEVALUE,IFCTEXT
683,AssessmentType,Pset_Condition,P_SINGLEVALUE,IFCLABEL
684,AssessmentMethod,Pset_Condition,P_REFERENCEVALUE,IFCDOCUMENTREFERENCE
685,LastAssessmentReport,Pset_Condition,P_SINGLEVALUE,IFCLABEL
686,NextAssessmentDate,Pset_Condition,P_SINGLEVALUE,IFCDATE
687,AssessmentFrequency,Pset_Condition,P_SINGLEVALUE,IFCTIMEMEASURE
688,ProcurementMethod,Pset_ConstructionAdministration,P_SINGLEVALUE,IFCLABEL
689,SpecificationSectionNumber,Pset_ConstructionAdministration,P_SINGLEVALUE,IFCLABEL
690,SubmittalIdentifer,Pset_ConstructionAdministration,P_SINGLEVALUE,IFCLABEL
691,InstallationDate,Pset_ConstructionOccurence,P_SINGLEVALUE,IFCDATE
692,ModelNumber,Pset_ConstructionOccurence,P_SINGLEVALUE,IFCLABEL
693,TagNumber,Pset_ConstructionOccurence,P_SINGLEVALUE,IFCLABEL
694,AssetIdentifier,Pset_ConstructionOccurence,P_SINGLEVALUE,IFCLABEL
695,ScheduleWorkProgression,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
696,ActualWorkTime,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
697,RemainingWorkProgression,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
698,ScheduleCost,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
699,ActualCost,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
700,RemainingCost,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
701,ScheduleCompletion,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
702,ActualCompletion,Pset_ConstructionResource,P_REFERENCEVALUE,IFCTIMESERIES
703,ValueHistory,Pset_ControllerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
704,Quality,Pset_ControllerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
705,Status,Pset_ControllerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
706,Reference,Pset_ControllerTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
707,Status,Pset_ControllerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
708,ControlType,Pset_ControllerTypeFloating,P_ENUMERATEDVALUE,IFCLABEL
709,Labels,Pset_ControllerTypeFloating,P_TABLEVALUE,IFCREAL
710,Range,Pset_ControllerTypeFloating,P_BOUNDEDVALUE,IFCREAL
711,Value,Pset_ControllerTypeFloating,P_BOUNDEDVALUE,IFCREAL
712,SignalOffset,Pset_ControllerTypeFloating,P_SINGLEVALUE,IFCREAL
713,SignalFactor,Pset_ControllerTypeFloating,P_SINGLEVALUE,IFCREAL
714,SignalTime,Pset_ControllerTypeFloating,P_SINGLEVALUE,IFCTIMEMEASURE
715,ControlType,Pset_ControllerTypeMultiPosition,P_ENUMERATEDVALUE,IFCLABEL
716,Labels,Pset_ControllerTypeMultiPosition,P_TABLEVALUE,IFCINTEGER
717,IntegerRange,Pset_ControllerTypeMultiPosition,P_BOUNDEDVALUE,IFCINTEGER
718,Value,Pset_ControllerTypeMultiPosition,P_BOUNDEDVALUE,IFCINTEGER
719,ControlType,Pset_ControllerTypeProgrammable,P_ENUMERATEDVALUE,IFCLABEL
720,FirmwareVersion,Pset_ControllerTypeProgrammable,P_SINGLEVALUE,IFCLABEL
721,SoftwareVersion,Pset_ControllerTypeProgrammable,P_SINGLEVALUE,IFCLABEL
722,Application,Pset_ControllerTypeProgrammable,P_ENUMERATEDVALUE,IFCLABEL
723,ControlType,Pset_ControllerTypeProportional,P_ENUMERATEDVALUE,IFCLABEL
724,Labels,Pset_ControllerTypeProportional,P_TABLEVALUE,IFCREAL
725,Range,Pset_ControllerTypeProportional,P_BOUNDEDVALUE,IFCREAL
726,Value,Pset_ControllerTypeProportional,P_BOUNDEDVALUE,IFCREAL
727,ProportionalConstant,Pset_ControllerTypeProportional,P_SINGLEVALUE,IFCREAL
728,IntegralConstant,Pset_ControllerTypeProportional,P_SINGLEVALUE,IFCREAL
729,DerivativeConstant,Pset_ControllerTypeProportional,P_SINGLEVALUE,IFCREAL
730,SignalTimeIncrease,Pset_ControllerTypeProportional,P_SINGLEVALUE,IFCTIMEMEASURE
731,SignalTimeDecrease,Pset_ControllerTypeProportional,P_SINGLEVALUE,IFCTIMEMEASURE
732,ControlType,Pset_ControllerTypeTwoPosition,P_ENUMERATEDVALUE,IFCLABEL
733,Labels,Pset_ControllerTypeTwoPosition,P_TABLEVALUE,IFCBOOLEAN
734,Polarity,Pset_ControllerTypeTwoPosition,P_SINGLEVALUE,IFCBOOLEAN
735,Value,Pset_ControllerTypeTwoPosition,P_SINGLEVALUE,IFCBOOLEAN
736,TotalCoolingCapacity,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
737,TotalHeatingCapacity,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
738,BeamCoolingCapacity,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
739,BeamHeatingCapacity,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
740,CoolingWaterFlowRate,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
741,HeatingWaterFlowRate,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
742,CorrectionFactorForCooling,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
743,CorrectionFactorForHeating,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
744,WaterPressureDropCurves,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
745,SupplyWaterTemperatureCooling,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
746,ReturnWaterTemperatureCooling,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
747,SupplyWaterTemperatureHeating,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
748,ReturnWaterTemperatureHeating,Pset_CooledBeamPHistory,P_REFERENCEVALUE,IFCTIMESERIES
749,AirFlowRate,Pset_CooledBeamPHistoryActive,P_REFERENCEVALUE,IFCTIMESERIES
750,Throw,Pset_CooledBeamPHistoryActive,P_REFERENCEVALUE,IFCTIMESERIES
751,AirPressureDropCurves,Pset_CooledBeamPHistoryActive,P_REFERENCEVALUE,IFCTIMESERIES
752,AirFlowConfiguration,Pset_CooledBeamTypeActive,P_ENUMERATEDVALUE,IFCLABEL
753,AirFlowRateRange,Pset_CooledBeamTypeActive,P_BOUNDEDVALUE,IFCVOLUMETRICFLOWRATEMEASURE
754,SupplyAirConnectionType,Pset_CooledBeamTypeActive,P_ENUMERATEDVALUE,IFCLABEL
755,ConnectionSize,Pset_CooledBeamTypeActive,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
756,Reference,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
757,Status,Pset_CooledBeamTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
758,IsFreeHanging,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
759,PipeConnection,Pset_CooledBeamTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
760,WaterFlowControlSystemType,Pset_CooledBeamTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
761,WaterPressureRange,Pset_CooledBeamTypeCommon,P_BOUNDEDVALUE,IFCPRESSUREMEASURE
762,NominalCoolingCapacity,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
763,NominalSurroundingTemperatureCooling,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
764,NominalSurroundingHumidityCooling,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCNORMALISEDRATIOMEASURE
765,NominalSupplyWaterTemperatureCooling,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
766,NominalReturnWaterTemperatureCooling,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
767,NominalWaterFlowCooling,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
768,NominalHeatingCapacity,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
769,NominalSurroundingTemperatureHeating,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
770,NominalSupplyWaterTemperatureHeating,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
771,NominalReturnWaterTemperatureHeating,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
772,NominalWaterFlowHeating,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
773,IntegratedLightingType,Pset_CooledBeamTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
774,FinishColour,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCLABEL
775,CoilLength,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
776,CoilWidth,Pset_CooledBeamTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
777,Capacity,Pset_CoolingTowerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
778,HeatTransferCoefficient,Pset_CoolingTowerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
779,SumpHeaterPower,Pset_CoolingTowerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
780,UACurve,Pset_CoolingTowerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
781,Performance,Pset_CoolingTowerPHistory,P_REFERENCEVALUE,IFCTIMESERIES
782,Reference,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
783,Status,Pset_CoolingTowerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
784,NominalCapacity,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
785,CircuitType,Pset_CoolingTowerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
786,FlowArrangement,Pset_CoolingTowerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
787,SprayType,Pset_CoolingTowerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
788,CapacityControl,Pset_CoolingTowerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
789,ControlStrategy,Pset_CoolingTowerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
790,NumberOfCells,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCCOUNTMEASURE
791,BasinReserveVolume,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCVOLUMEMEASURE
792,LiftElevationDifference,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
793,WaterRequirement,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
794,OperationTemperatureRange,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
795,AmbientDesignDryBulbTemperature,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
796,AmbientDesignWetBulbTemperature,Pset_CoolingTowerTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
797,ApplicationTemperature,Pset_CourseApplicationConditions,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
798,WeatherConditions,Pset_CourseApplicationConditions,P_SINGLEVALUE,IFCTEXT
799,NominalLength,Pset_CourseCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
800,NominalThickness,Pset_CourseCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
801,NominalWidth,Pset_CourseCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
802,Reference,Pset_CoveringCommon,P_SINGLEVALUE,IFCIDENTIFIER
803,Status,Pset_CoveringCommon,P_ENUMERATEDVALUE,IFCLABEL
804,AcousticRating,Pset_CoveringCommon,P_SINGLEVALUE,IFCLABEL
805,FlammabilityRating,Pset_CoveringCommon,P_SINGLEVALUE,IFCLABEL
806,FragilityRating,Pset_CoveringCommon,P_SINGLEVALUE,IFCLABEL
807,Combustible,Pset_CoveringCommon,P_SINGLEVALUE,IFCBOOLEAN
808,SurfaceSpreadOfFlame,Pset_CoveringCommon,P_SINGLEVALUE,IFCLABEL
809,Finish,Pset_CoveringCommon,P_SINGLEVALUE,IFCTEXT
810,IsExternal,Pset_CoveringCommon,P_SINGLEVALUE,IFCBOOLEAN
811,ThermalTransmittance,Pset_CoveringCommon,P_SINGLEVALUE,IFCTHERMALTRANSMITTANCEMEASURE
812,FireRating,Pset_CoveringCommon,P_SINGLEVALUE,IFCLABEL
813,HasNonSkidSurface,Pset_CoveringFlooring,P_SINGLEVALUE,IFCBOOLEAN
814,HasAntiStaticSurface,Pset_CoveringFlooring,P_SINGLEVALUE,IFCBOOLEAN
815,NominalInstallationDepth,Pset_CoveringTypeMembrane,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
816,NominalTransverseInclination,Pset_CoveringTypeMembrane,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
817,AccuracyClass,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCRATIOMEASURE
818,AccuracyGrade,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCLABEL
819,RatedVoltage,Pset_CurrentInstrumentTransformer,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
820,NominalCurrent,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
821,NominalPower,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCPOWERMEASURE
822,NumberOfPhases,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCCOUNTMEASURE
823,PrimaryFrequency,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCFREQUENCYMEASURE
824,PrimaryCurrent,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
825,SecondaryFrequency,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCFREQUENCYMEASURE
826,SecondaryCurrent,Pset_CurrentInstrumentTransformer,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
827,Reference,Pset_CurtainWallCommon,P_SINGLEVALUE,IFCIDENTIFIER
828,Status,Pset_CurtainWallCommon,P_ENUMERATEDVALUE,IFCLABEL
829,AcousticRating,Pset_CurtainWallCommon,P_SINGLEVALUE,IFCLABEL
830,FireRating,Pset_CurtainWallCommon,P_SINGLEVALUE,IFCLABEL
831,Combustible,Pset_CurtainWallCommon,P_SINGLEVALUE,IFCBOOLEAN
832,SurfaceSpreadOfFlame,Pset_CurtainWallCommon,P_SINGLEVALUE,IFCLABEL
833,ThermalTransmittance,Pset_CurtainWallCommon,P_SINGLEVALUE,IFCTHERMALTRANSMITTANCEMEASURE
834,IsExternal,Pset_CurtainWallCommon,P_SINGLEVALUE,IFCBOOLEAN
835,SizingMethod,Pset_DamperOccurrence,P_ENUMERATEDVALUE,IFCLABEL
836,AirFlowRate,Pset_DamperPHistory,P_REFERENCEVALUE,IFCTIMESERIES
837,Leakage,Pset_DamperPHistory,P_REFERENCEVALUE,IFCTIMESERIES
838,PressureDrop,Pset_DamperPHistory,P_REFERENCEVALUE,IFCTIMESERIES
839,BladePositionAngle,Pset_DamperPHistory,P_REFERENCEVALUE,IFCTIMESERIES
840,DamperPosition,Pset_DamperPHistory,P_REFERENCEVALUE,IFCTIMESERIES
841,PressureLossCoefficient,Pset_DamperPHistory,P_REFERENCEVALUE,IFCTIMESERIES
842,Reference,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
843,Status,Pset_DamperTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
844,Operation,Pset_DamperTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
845,Orientation,Pset_DamperTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
846,BladeThickness,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
847,BladeAction,Pset_DamperTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
848,BladeShape,Pset_DamperTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
849,BladeEdge,Pset_DamperTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
850,NumberofBlades,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCINTEGER
851,FaceArea,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCAREAMEASURE
852,MaximumAirFlowRate,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
853,TemperatureRange,Pset_DamperTypeCommon,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
854,MaximumWorkingPressure,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCPRESSUREMEASURE
855,TemperatureRating,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
856,NominalAirFlowRate,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
857,OpenPressureDrop,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCPRESSUREMEASURE
858,LeakageFullyClosed,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
859,LossCoefficentCurve,Pset_DamperTypeCommon,P_TABLEVALUE,IFCPOSITIVEPLANEANGLEMEASURE
860,LeakageCurve,Pset_DamperTypeCommon,P_TABLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
861,RegeneratedSoundCurve,Pset_DamperTypeCommon,P_TABLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
862,FrameType,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCLABEL
863,FrameDepth,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
864,FrameThickness,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
865,CloseOffRating,Pset_DamperTypeCommon,P_SINGLEVALUE,IFCPRESSUREMEASURE
866,TorqueRange,Pset_DamperTypeControlDamper,P_BOUNDEDVALUE,IFCTORQUEMEASURE
867,ControlDamperOperation,Pset_DamperTypeControlDamper,P_ENUMERATEDVALUE,IFCLABEL
868,ActuationType,Pset_DamperTypeFireDamper,P_ENUMERATEDVALUE,IFCLABEL
869,ClosureRatingEnum,Pset_DamperTypeFireDamper,P_ENUMERATEDVALUE,IFCLABEL
870,FireResistanceRating,Pset_DamperTypeFireDamper,P_SINGLEVALUE,IFCLABEL
871,FusibleLinkTemperature,Pset_DamperTypeFireDamper,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
872,DamperControlType,Pset_DamperTypeFireSmokeDamper,P_SINGLEVALUE,IFCLABEL
873,ActuationType,Pset_DamperTypeFireSmokeDamper,P_ENUMERATEDVALUE,IFCLABEL
874,ClosureRatingEnum,Pset_DamperTypeFireSmokeDamper,P_ENUMERATEDVALUE,IFCLABEL
875,FireResistanceRating,Pset_DamperTypeFireSmokeDamper,P_SINGLEVALUE,IFCLABEL
876,FusibleLinkTemperature,Pset_DamperTypeFireSmokeDamper,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
877,ControlType,Pset_DamperTypeSmokeDamper,P_SINGLEVALUE,IFCLABEL
878,WorkingState,Pset_DataTransmissionUnit,P_SINGLEVALUE,IFCLABEL
879,SerialInterfaceType,Pset_DataTransmissionUnit,P_ENUMERATEDVALUE,IFCLABEL
880,DataTransmissionUnitUsage,Pset_DataTransmissionUnit,P_ENUMERATEDVALUE,IFCLABEL
881,ColumnShoeBasePlateThickness,Pset_DiscreteAccessoryColumnShoe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
